Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 08/16  22:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.649052840015757,19.728266357602125,-39.00539983467584,-35.285802257919048 
 08/16  23:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.54082603736539,19.614682426992134,-36.64464079706856,-38.63943590725496 
 08/16  24:00:00,15.375000000000002,0.0,6.,0.0,,,,19.83532267113615,18.906674146193443,0.9306378412275853,12.992811550927911,19.781837405220157,18.007955992286335,0.8886461706588663,10.781096039646896,19.741870951326765,17.35258402913715,0.8577922486906694,13.27428674476289,19.86210225341644,19.279969152783104,0.9164621601725713,13.483262046083118,19.97187191149219,19.977085611645629,0.8477768074494438,19.910988299196427,20.13006569497873,0.7079811615041708,15.515545658839443,19.47425610848637,19.531141024621296,-22.896917529917645,-24.622955173423308 
 08/17  01:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38247984140693,19.456430871957499,-35.88276702566623,-32.66398618508762 
 08/17  02:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.274383042851,19.348103300641108,-37.297395288253159,-38.457328351733469 
 08/17  03:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.171913642592366,19.246433563126648,-36.98674237849566,-36.507359474138187 
 08/17  04:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.082670587906294,19.149017778490859,-30.915033498315965,-32.24595228578386 
 08/17  05:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.999293813698537,19.065443110358545,-30.493604857882866,-30.095815503512286 
 08/17  06:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.940136071141909,18.98809077028138,-18.200315764717304,-21.956141662372557 
 08/17  07:00:00,15.375000000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.986731052962229,18.981904545569284,14.091095829404243,9.973862512284722 
 08/17  08:00:00,15.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.172679633029579,19.064751801171256,45.69474683094819,41.30755679079336 
 08/17  09:00:00,15.912500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48132617430758,19.27345374126902,109.6102822990344,100.13506215032905 
 08/17  10:00:00,15.787500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.80351384243637,19.631794106666839,121.90029212416244,129.35300364257018 
 08/17  11:00:00,16.287499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.099823438801758,19.933560334022919,122.7219368747444,112.03161377092016 
 08/17  12:00:00,17.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.356895583364627,20.258799898206875,89.21280497519844,100.13760746574264 
 08/17  13:00:00,18.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75622091271258,20.570499271242256,157.58761514093477,142.61402031177503 
 08/17  14:00:00,19.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.161253157475337,21.037199350943586,140.59003041151139,154.41060500908916 
 08/17  15:00:00,20.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.326486795065198,21.312973881165335,60.073278293486499,67.75047334862197 
 08/17  16:00:00,20.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.412638949923804,21.433408794835438,43.07661821778295,39.65909197693581 
 08/17  17:00:00,19.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.419923533545434,21.538590998659353,14.835982189311367,24.232676790192089 
 08/17  18:00:00,18.712500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.154262916203689,21.41075395687418,-111.17606291358021,-94.2832286116331 
 08/17  19:00:00,17.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.713842898617107,20.98981395673482,-181.79458155593935,-174.15065488082355 
 08/17  20:00:00,16.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34060720466836,20.50383315680691,-131.346316524774,-148.9881382288893 
 08/17  21:00:00,15.787500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.152534210079069,20.25663352697735,-63.01617404123359,-66.1404148389824 
 08/17  22:00:00,15.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.014565565182005,20.105632976460979,-48.439879251915609,-49.50610756676933 
 08/17  23:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.858313484111095,19.96204800709027,-58.01514999404453,-55.79534287082422 
 08/17  24:00:00,15.0,0.0,7.,0.0,,,,20.05847631207278,20.557221091351257,0.9447303006192445,11.057798092937162,19.962997422443057,18.923932905822509,0.8745443793951727,9.73323631344978,19.947888907458365,18.679323757534239,0.8407293016491804,11.628167036540637,20.19113753767599,22.804685272430203,0.9816382526901956,11.55821854495725,19.96973067828275,19.96592514485326,0.8288730186699153,20.08497527561568,22.159093158774373,0.706292920364262,13.369573040559942,19.708923706368347,19.804243479228384,-50.952316975933609,-53.10266750771942 
 08/18  01:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5245211169001,19.64429133532669,-70.47977345108169,-65.97015729178 
 08/18  02:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.348212992998229,19.453496470353053,-58.36408056019324,-62.38320579434995 
 08/18  03:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14373585273343,19.2750191370884,-78.93737901419778,-73.56280893935278 
 08/18  04:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.920093387235068,19.047865428809293,-76.27896004280477,-79.13792686247354 
 08/18  05:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76961469958825,18.870903186855853,-49.51136398325962,-53.22905624754015 
 08/18  06:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.784135975153839,18.785020263692056,22.815494064049529,1.4965061715466704 
 08/18  07:00:00,14.7375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.482335019857297,19.164416704168557,249.09247313793737,222.12963806019958 
 08/18  08:00:00,17.287499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26526982032527,20.01102539881669,298.71899278167077,312.081651704535 
 08/18  09:00:00,18.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.909020414670498,20.732485766982966,236.83860687275297,238.08712962401473 
 08/18  10:00:00,19.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.618290040346229,21.414428718998559,260.95797482545665,255.07110595164654 
 08/18  11:00:00,21.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.887873806489194,21.906246243508386,56.748929765337397,91.57792311698052 
 08/18  12:00:00,21.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0647340858989,22.02605636700668,63.466230914756149,53.20712225587208 
 08/18  13:00:00,22.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36347165872434,22.26419180348155,111.31256290091889,103.52628125753351 
 08/18  14:00:00,22.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66570583115388,22.592286295325509,107.26916658047365,112.16382606132162 
 08/18  15:00:00,22.6125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.801311777369749,22.813954166846437,45.052413748459418,54.25954069712043 
 08/18  16:00:00,22.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.730595689071636,22.840207099205217,-24.796560379127507,-17.11508278212218 
 08/18  17:00:00,21.512499999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5425262663597,22.723189627478687,-57.51702487151782,-52.75726972552331 
 08/18  18:00:00,20.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.324674968942916,22.51908613734263,-86.8102918740313,-83.27682342355247 
 08/18  19:00:00,18.9375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.956869987066875,22.189820060958266,-151.89023546033975,-142.39121177430153 
 08/18  20:00:00,17.6125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.623376407029043,21.77605195735705,-116.84603600569781,-129.76171955963995 
 08/18  21:00:00,17.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46780968319139,21.553816544764694,-48.71438971973746,-54.9262336227323 
 08/18  22:00:00,16.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.343212250035493,21.432548097244117,-47.17345217200925,-44.73091000658715 
 08/18  23:00:00,16.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.159315477913798,21.273294279496797,-68.1800118040936,-65.10559018008063 
 08/18  24:00:00,16.1,0.0,1.,0.0,,,,21.163305186001819,23.622774274480525,1.0428366791566113,10.940844248199939,21.27926006550152,25.765558362606197,1.0666890501946336,9.544376604595696,20.925794925006703,19.455273851398393,0.8730741377418015,11.403978447867156,21.101413325346589,22.4381529880439,0.9848969176083502,11.300633367269116,20.821136689325799,20.807719572724169,0.9099221443024003,21.129731221923355,25.777895476304093,0.7702599002289053,13.156565515750416,20.991792504490996,21.09061477773926,-54.984351807705937,-58.86992424557234 
 08/19  01:00:00,15.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.773086035764274,20.91037742152581,-85.84721855831666,-78.27782282699926 
 08/19  02:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.476555012462904,20.633087628507817,-105.25823880445204,-105.34655694946814 
 08/19  03:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26875074523577,20.385471444451765,-63.27550816425518,-70.87430093245988 
 08/19  04:00:00,14.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.072183728701377,20.206465910280874,-76.98703780909496,-71.94764195961132 
 08/19  05:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.951419907748936,20.036956058810078,-33.299601589717578,-41.648315116988637 
 08/19  06:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.962476830424575,19.98596263863686,10.92779133024881,0.24947022464569458 
 08/19  07:00:00,15.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.204798984275727,20.11653008219669,69.18507291497531,66.24153958132716 
 08/19  08:00:00,16.599999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.586267282251325,20.39011779985139,131.61113715213708,122.52885759385839 
 08/19  09:00:00,17.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.034297177451785,20.842301996950039,171.90313038263009,174.24357333524098 
 08/19  10:00:00,18.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.264173612391688,21.202239934317999,75.75038716482668,89.47236077039378 
 08/19  11:00:00,18.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.413987098613199,21.336391398620287,61.92207413981182,49.190477255718139 
 08/19  12:00:00,18.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64107586067223,21.581130927269279,67.34794729982584,83.54924283102781 
 08/19  13:00:00,18.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.703024291017966,21.65834667905683,31.918868354278037,20.519464949835084 
 08/19  14:00:00,18.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.999379882020614,21.880678652994435,102.3857514766336,102.38053203630118 
 08/19  15:00:00,19.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.18010507193828,22.13441857503811,70.81798414474128,77.56903798513659 
 08/19  16:00:00,19.3125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08299570537382,22.211354367496115,-28.974515301677159,-12.531945706439558 
 08/19  17:00:00,17.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.72642568537602,21.956407651236263,-125.73002043757131,-123.54374522748407 
 08/19  18:00:00,16.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46009023496567,21.633098837745697,-111.56001888755202,-109.89465403618388 
 08/19  19:00:00,15.787500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14937465891485,21.305140246945848,-113.53633665752878,-116.60620073160438 
 08/19  20:00:00,15.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.958503666349047,21.057560333108968,-60.95857119935977,-67.75202775177628 
 08/19  21:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.809377096025054,20.907556410620768,-54.81717549512232,-53.079901771929737 
 08/19  22:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.667798748668277,20.758819578290919,-48.651918115618219,-50.34752573422086 
 08/19  23:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.498872831622078,20.611653312177283,-64.86369616917236,-59.95292788661243 
 08/19  24:00:00,15.0,0.0,2.,0.0,,,,20.90865325589996,19.83904994876689,0.9716936369854597,11.917829221165823,20.95745201781926,20.68045916076571,0.9770723609385557,9.979115670009533,20.776306118778519,17.62878936879697,0.8448757149290668,12.644805410318297,20.897558185086827,19.644085794852157,0.8896144303675224,12.681389670365844,21.065275216773658,21.07188152685763,0.8854627594422283,20.971437768380587,20.202280924311208,0.7556834459342713,14.466698004943167,20.3552587899566,20.441915955118654,-44.31069050922507,-50.90602179071567 
 08/20  01:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1613223290382,20.291526312817664,-78.67401082798699,-69.63607805458023 
 08/20  02:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.961085181480454,20.071059882621357,-62.964666453950467,-70.01205778361802 
 08/20  03:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78006410163432,19.900577652235616,-68.27860378998494,-64.7959070405907 
 08/20  04:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.66102872063548,19.74292163544912,-35.09396315424408,-42.12957219283227 
 08/20  05:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.561157133180346,19.650274109175198,-40.644268854217639,-37.181099635664768 
 08/20  06:00:00,13.712500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.485614308378325,19.531058228146337,-16.258475774636815,-29.06940004099204 
 08/20  07:00:00,14.3625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.86745617114936,19.701208629017104,128.65442516322075,114.3687556077241 
 08/20  08:00:00,16.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.53085910526261,20.231252123729978,259.9830559177202,241.13821259767995 
 08/20  09:00:00,17.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2707633237699,21.03886270482697,275.30431018266207,287.0382125637851 
 08/20  10:00:00,18.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.840038658213929,21.68382449842944,200.9905692797325,203.41791801199725 
 08/20  11:00:00,20.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.997262778644069,22.034153542534978,28.375002554053226,56.05197346177045 
 08/20  12:00:00,20.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.04432385488876,22.063882868514548,16.351316609609304,11.270124175373109 
 08/20  13:00:00,20.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.211859121323909,22.156375511589674,62.20017977499843,52.71088339914574 
 08/20  14:00:00,20.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.466571258802995,22.392269798791685,89.36412239290189,91.08894112844517 
 08/20  15:00:00,20.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.68467360355631,22.635311958150916,84.3015648341634,84.41901048920599 
 08/20  16:00:00,18.9375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.606936036653687,22.749452515125556,-25.824755677885038,-5.148843727134107 
 08/20  17:00:00,18.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4311592363232,22.60760904984234,-50.05436985176842,-54.5314264214953 
 08/20  18:00:00,17.6125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.236033061389727,22.434713655444936,-87.77214504126153,-77.98280499451858 
 08/20  19:00:00,16.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.808837490631519,22.05780191204336,-183.98863346432217,-170.77482944003243 
 08/20  20:00:00,15.787500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.41738194326048,21.57226989945252,-122.04088061599197,-142.4247328106024 
 08/20  21:00:00,14.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.192146091864985,21.319116385506413,-79.16339709135554,-78.16488509922883 
 08/20  22:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.011542087540307,21.11982433058404,-60.2898524513171,-63.697600341145719 
 08/20  23:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.888904345054116,20.977916522074435,-41.8282656615099,-43.89641087468394 
 08/20  24:00:00,14.4,0.0,3.,0.0,,,,21.203767522561234,21.962252630914649,1.045685714895412,10.599433928700604,21.278903225041778,23.382079824748457,1.0470253998822079,9.798765218826502,20.96688676551838,17.90994414922566,0.8354534873282754,11.924611719283702,21.204560661172338,21.91363859739482,0.9576586528508647,11.783325588666992,21.090125363349775,21.08560353184108,0.9061230230019998,21.231756305665248,23.967512284649943,0.7703354676180294,13.608040082086978,20.768858467096576,20.86139038771965,-45.28307926936911,-43.729159090474229 
 08/21  01:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6421938012017,20.73252771145054,-44.97422165018459,-45.58008465776683 
 08/21  02:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.489568274760694,20.593830064447528,-57.08506924718096,-54.710164757498187 
 08/21  03:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.347776326692256,20.440403606080417,-47.82285577350534,-50.446456416281368 
 08/21  04:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.222380843844314,20.313586081318289,-45.74546864097491,-45.15486505211144 
 08/21  05:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.035086439061936,20.15608736554421,-71.7571768358524,-67.1124549368003 
 08/21  06:00:00,13.675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.933890531841756,19.987696576724085,-18.67098511944385,-35.289149180212 
 08/21  07:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.17967110827277,20.079319423580946,79.00624112872005,68.86809132261783 
 08/21  08:00:00,15.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.722192092908395,20.47462883951687,195.37184009478853,184.0877580745418 
 08/21  09:00:00,15.912500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.150746261853898,21.009171152328457,163.94901985322407,175.10451342274775 
 08/21  10:00:00,16.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.388971096980727,21.354201476099307,80.66339957089848,91.54857477643667 
 08/21  11:00:00,16.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.620290434561498,21.554797624024748,81.85850048894499,75.46071548737851 
 08/21  12:00:00,16.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.70474805380705,21.72699300408004,20.788882406884448,35.03440876133412 
 08/21  13:00:00,18.1625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.90906192689743,21.81150244068666,79.4208270123992,59.8767465248313 
 08/21  14:00:00,19.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.214074241142,22.108130253029839,101.22469277352117,108.34280317981367 
 08/21  15:00:00,19.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.346324223721298,22.328758796788237,53.01314030788242,59.09897508931615 
 08/21  16:00:00,18.712500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33092625328214,22.409371608441555,2.858312666953516,10.364293813043198 
 08/21  17:00:00,17.6125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.085251365840084,22.295851145233458,-86.82702476933415,-75.52383383741554 
 08/21  18:00:00,16.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.779100471458798,21.984000985567435,-127.74879466063479,-124.27392289435919 
 08/21  19:00:00,15.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.352327460090416,21.56137573333318,-163.29347040928406,-162.30578719718444 
 08/21  20:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0448793823586,21.18233358368772,-97.65609855205835,-108.7711645166387 
 08/21  21:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.856212355512097,20.969011134987516,-65.0009780492905,-66.0781394595131 
 08/21  22:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.66329306020567,20.784340406286917,-70.52872032205707,-68.97129863427716 
 08/21  23:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.44299992351553,20.57464499667919,-79.54212034357869,-78.45112136677033 
 08/21  24:00:00,13.3,0.0,4.,0.0,,,,21.03226315908067,20.292002269342374,1.0070856899604055,13.096571308834362,21.090344818672177,21.346128072330047,0.9922041686415944,11.558469047772987,20.83031866776385,16.9418983332525,0.8158219704410338,14.854835644239734,21.008936300679595,19.914034981214355,0.9091584619317495,14.87397852187687,21.13188760565297,21.13606537773042,0.893513002816988,21.107701979680525,21.876221843160058,0.7490363055395474,17.076074163196659,20.249147589131824,20.366208042475074,-65.02540788974773,-68.30890655107813 
 08/22  01:00:00,12.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04889492930329,20.178993237971178,-75.14983959345533,-72.0619731608069 
 08/22  02:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.783534951135779,19.939182931794215,-99.24812147024918,-95.43243227717398 
 08/22  03:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5807907154068,19.69768152157927,-61.473178598420819,-70.03000876534124 
 08/22  04:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4227046357837,19.540660486729537,-60.22119206928791,-57.78649655257004 
 08/22  05:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15188710678601,19.31885863773958,-108.38916071388748,-99.71159491342589 
 08/22  06:00:00,12.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.039639720823407,19.104874209062787,-13.899523329676585,-34.86640599877365 
 08/22  07:00:00,13.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.175965406608336,19.1531474295208,45.918928679187249,38.05220145584667 
 08/22  08:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.845174652118513,19.463290344252266,231.7360407189098,188.63875235266358 
 08/22  09:00:00,15.4625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.833761183157259,20.24495704868749,553.8715309908386,459.67895871079187 
 08/22  10:00:00,16.787499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25403899611861,21.06819112317423,236.43550102778426,266.0828141554172 
 08/22  11:00:00,18.262499999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.63130915297284,21.52609804662447,131.99303397108629,131.1536505823072 
 08/22  12:00:00,19.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.848994833303736,21.817002437232508,64.31066114175533,76.95610014834358 
 08/22  13:00:00,20.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.992995374941964,21.951046308308844,56.72327920511131,49.767112607664788 
 08/22  14:00:00,20.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1339396995294,22.12359531722817,45.44804077939877,53.66776866772988 
 08/22  15:00:00,20.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.099432605304686,22.17544636234582,-9.910774571050716,-2.6339711992324137 
 08/22  16:00:00,19.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01695345957044,22.10062770803409,-19.992286578682024,-27.16583673315773 
 08/22  17:00:00,18.025,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.942122771366884,22.079986036862218,-29.600370763580288,-15.100242410054677 
 08/22  18:00:00,16.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.535465578106384,21.789563209067454,-162.7421009954304,-152.76686878464418 
 08/22  19:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.138687372745609,21.329337603873179,-149.35909840468043,-154.8315427712647 
 08/22  20:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.848653624129338,20.984200331728759,-94.99066097711926,-102.85076355438618 
