Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 04/19  06:00:00,8.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.90054871605117,16.94036002113716,1.1060123964329947,-24.96428837086297 
 04/19  07:00:00,11.149999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.630915059694297,17.30526467573288,256.3279944483584,228.66622083055115 
 04/19  08:00:00,12.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39892245705983,18.124855618347593,284.11142332648276,298.28275210375969 
 04/19  09:00:00,13.675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.939046046502086,18.777889215886586,208.52204733662459,209.98624152761014 
 04/19  10:00:00,14.9625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.532939349785204,19.372460574744719,213.74884965815654,216.66143226110285 
 04/19  11:00:00,16.287499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.99114764705915,19.878973255195306,154.90464628948897,160.25993240391859 
 04/19  12:00:00,17.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18763512186154,20.182987080729025,51.592360971609597,68.59782967379543 
 04/19  13:00:00,17.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.328163026857568,20.290110036183493,59.05348505540411,47.68584140956567 
 04/19  14:00:00,17.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.491905068060068,20.483686429071637,53.73788865855708,63.70466871150334 
 04/19  15:00:00,17.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65948117305871,20.627054508557607,72.04234305165943,61.87345789949211 
 04/19  16:00:00,16.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.64350076425633,20.76201675994202,-6.134460486793666,13.221697469957057 
 04/19  17:00:00,15.6375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.356003712810048,20.601953045258957,-102.74621766329764,-92.98381670229149 
 04/19  18:00:00,14.312499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.037666235342319,20.26388138958065,-133.94158159742609,-130.9714349511165 
 04/19  19:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.557381178346867,19.795162603181298,-195.0841165462099,-192.7355982539027 
 04/19  20:00:00,12.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.244246846422237,19.37911545694861,-93.55665169308309,-107.48383978413513 
 04/19  21:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.061292151606698,19.17280939807689,-63.890536765570079,-65.16983638590192 
 04/19  22:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.86957518711901,18.99173435122902,-71.38521524550422,-69.21424461053262 
 04/19  23:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.674359139287529,18.793686520472148,-68.40270597873263,-69.8184914397584 
 04/19  24:00:00,12.2,0.0,6.,0.0,,,,19.026345750409509,20.004568963568777,1.1005666352142035,10.089618466626927,19.08477016060281,21.118608639066119,1.0799567658630585,8.835689020429565,18.735924218836546,15.063451051788747,0.8761958047501816,10.39203321752799,18.973501828066927,19.003470089600197,1.0055391386072928,10.302339851749358,18.911447188001458,18.907822754137855,0.9681161553279631,19.048903582452199,21.92238187141795,0.819229495317062,11.931370593306142,18.517897366333544,18.622689161115124,-53.95520705953691,-56.16432057230641 
 04/20  01:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.338146257277808,18.46109746111141,-69.56818022677759,-65.62339179087818 
 04/20  02:00:00,11.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.166216474905334,18.275239120062744,-58.185678051665757,-61.670103733370087 
 04/20  03:00:00,11.474999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.031205679996157,18.12998444119674,-48.16980460200899,-49.11399688124171 
 04/20  04:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.880487588421429,17.989660127086859,-57.63492845916963,-55.15849554393164 
 04/20  05:00:00,11.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.697579686906196,17.815360186457377,-66.65544538917952,-66.22220080463416 
 04/20  06:00:00,11.474999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.715170702287759,17.698684338569217,35.430040247533607,4.209172020559748 
 04/20  07:00:00,12.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.305974109703059,18.093856026434549,198.88363956304259,197.6177259547626 
 04/20  08:00:00,13.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.037048985393,18.752497198266306,302.67020008820119,280.556900486597 
 04/20  09:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.662031675571816,19.535753168484356,210.5598811932602,238.2698468274236 
 04/20  10:00:00,15.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.268793306364729,20.09072756589781,225.16640709455849,212.12176786114549 
 04/20  11:00:00,15.912500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.86642843305307,20.711258116442516,201.99348218308817,210.34688135506517 
 04/20  12:00:00,17.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1215996707756,21.100111170502545,65.97171839084546,86.20973869590604 
 04/20  13:00:00,18.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.04012937949686,21.118167083137299,-33.42835171635052,-27.509807766729776 
 04/20  14:00:00,18.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05188062817647,21.07391709977303,8.090656970249473,1.8748996737161053 
 04/20  15:00:00,17.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09996815414255,21.123776886793498,22.896056943450053,22.20246701679587 
 04/20  16:00:00,17.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.080486350372916,21.16516292631773,-1.3641528884911112,4.055945445732158 
 04/20  17:00:00,16.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.922607607892986,21.101912771053227,-58.020788958927017,-45.46661907742296 
 04/20  18:00:00,16.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.530637327257396,20.776632780585879,-155.77397218067916,-151.24220109205369 
 04/20  19:00:00,14.5375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.108767300827095,20.31597382841307,-164.8850515444428,-166.770081715598 
 04/20  20:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.829556268847126,19.959445643861064,-87.88895108585408,-97.24478768330349 
 04/20  21:00:00,12.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63205949459012,19.750061576138003,-69.94232634456682,-69.97145652673614 
 04/20  22:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.433537693822005,19.554729282027606,-71.1272347231369,-70.8006046570188 
 04/20  23:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.258212183674837,19.368149545056558,-59.96265381682731,-62.24246444513722 
 04/20  24:00:00,12.2,0.0,7.,0.0,,,,19.647204178879958,20.67156795434285,1.0509277515828622,12.970283384403379,19.774384479516724,23.024894276581575,1.0669394090075915,10.381735061920182,19.38222328146305,16.138556527215326,0.8371054978317893,11.157614863178038,19.54672474117015,18.860852663972176,0.9479445161570818,12.838236584220305,19.497855647513825,19.49185871046559,0.9350728747920875,19.6879350712265,23.604870824772794,0.7718007644265965,14.932841628993272,19.103612963113347,19.21010334322358,-55.82883394476906,-55.72973775703966 
 04/21  01:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.923390005388347,19.042558437729924,-67.2515938560715,-65.03112969009574 
 04/21  02:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.732029319767095,18.85134394841566,-67.55139519262936,-68.29955998907963 
 04/21  03:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57524620560018,18.680056022814634,-53.63473027268758,-55.956471784917159 
 04/21  04:00:00,12.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47613114233852,18.557970599782416,-33.69970512429411,-36.29856049132685 
 04/21  05:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34661208386079,18.448120905057779,-51.93820103134046,-47.73918574422047 
 04/21  06:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.215345740411345,18.302742906393907,-42.68926160083353,-47.12170011693384 
 04/21  07:00:00,12.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.201687669499564,18.240453761422658,-3.101354957873242,-7.40845805958172 
 04/21  08:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.249728274822617,18.25551210164873,14.02601250435736,11.565499151937182 
 04/21  09:00:00,12.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.493905256606877,18.360305133925008,63.93822949439766,57.17259270659824 
 04/21  10:00:00,13.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.690894596044765,18.547674769724574,65.68962922809783,66.62415338165764 
 04/21  11:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.882523490120517,18.756531636368007,74.1652535495708,77.27666310501022 
 04/21  12:00:00,15.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.949375168307158,18.898042897836253,31.809784345764599,35.121113728095249 
 04/21  13:00:00,14.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.986818228026907,18.961940072971264,15.058216703776893,16.9550475026029 
 04/21  14:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.008917381143975,18.9982850501421,8.069562934547293,10.549895053047628 
 04/21  15:00:00,13.712500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.743222285260197,18.909414298002255,-78.60420801029031,-67.54261874133057 
 04/21  16:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.578997935823204,18.6825370848825,-66.09699935775487,-72.35594843225614 
 04/21  17:00:00,12.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.428238540307864,18.51904771206437,-55.47636912020781,-55.61784729756032 
 04/21  18:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.281023618691326,18.37698760034303,-56.641905236033199,-52.60213434052598 
 04/21  19:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.025901499654329,18.157733174299389,-90.03262882695494,-91.02850891363363 
 04/21  20:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.848658112527866,17.952558498065899,-59.97533023269192,-62.15892655732078 
 04/21  21:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.70931752607563,17.802026923599415,-48.767614009506647,-50.27945919561529 
 04/21  22:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.573555368343926,17.669257827748088,-50.17271323023814,-49.080770372649677 
 04/21  23:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42845166178889,17.526068597669665,-52.095924252286788,-52.332682608882929 
 04/21  24:00:00,11.7,0.0,1.,0.0,,,,18.13851395113497,14.38226079339934,0.9036295030957051,19.17859529805804,18.160207687762904,14.728851559073668,0.9080001173337281,13.69851648026065,18.124898491633699,14.171654422561899,0.8721631931423298,16.00315374760015,18.125920038192296,14.188578648111888,0.8636093480608733,19.18249438295132,18.672444353353958,18.692198748106468,0.9165626677976534,18.315101969103748,14.825396861320618,0.742746479196013,21.9734805143024,17.293091687649534,17.3865588362814,-48.13179158333718,-48.87392566924635 
 04/22  01:00:00,12.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.19326388349605,17.27044688780046,-34.41689020121069,-36.60388440692343 
 04/22  02:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.104909883232638,17.180627865413365,-33.56429509081463,-32.82585812672629 
 04/22  03:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.016858322140715,17.08869645540372,-32.005584274918799,-32.55159231772893 
 04/22  04:00:00,12.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.962244473460748,17.01621492694867,-19.158491924752487,-21.151799766396445 
 04/22  05:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88994307215329,16.95633597305325,-29.183056851594878,-26.444000188529534 
 04/22  06:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.829199058159575,16.875882426913856,-17.2147499303214,-22.595122517210059 
 04/22  07:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86917467579252,16.872438471794589,10.456928440273693,8.286365350212769 
 04/22  08:00:00,13.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.03833241224148,16.946105697114203,40.78326238091366,38.029036931869537 
 04/22  09:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.272177711422566,17.08376889083185,87.49361293813462,70.23677125118737 
 04/22  10:00:00,13.400000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.717052114144786,17.502644732340568,168.31789964214068,177.21302729932379 
 04/22  11:00:00,14.55,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.155474462180597,17.94554376706065,176.7502348654595,167.40504526119163 
 04/22  12:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.383502876641765,18.326367925054023,69.90089637631506,91.83185531707895 
 04/22  13:00:00,15.687500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57301534629653,18.477693491975879,77.19604240118616,64.48817807901024 
 04/22  14:00:00,16.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74763216992909,18.701562687486577,60.96379158564419,70.37029092352228 
 04/22  15:00:00,15.787500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.730520938953207,18.78549252806423,0.9055129724851785,7.917548689341069 
 04/22  16:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.765354197407875,18.798272050959509,20.589539823185527,14.766166743888994 
 04/22  17:00:00,14.312499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.68128033213987,18.815248707434284,-22.548779051764499,-12.828062608495479 
 04/22  18:00:00,13.212500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.443618742642778,18.651655790423204,-103.997846442444,-90.82619186845794 
 04/22  19:00:00,12.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9504644716213,18.208997021841996,-206.23429215982177,-199.16231546237055 
 04/22  20:00:00,11.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.622431321497296,17.75708686326706,-96.56167111178508,-115.98418747240639 
 04/22  21:00:00,11.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44085145012327,17.554595167402995,-65.95398116995766,-65.13460947577527 
 04/22  22:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.29252319453509,17.390769330184086,-51.291295221424999,-53.83018433302843 
 04/22  23:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.17413630903279,17.263524534461234,-42.935749500310368,-43.47288485966813 
 04/22  24:00:00,11.1,0.0,2.,0.0,,,,17.6357393305657,17.177158468262005,0.9495173765877335,16.670705881187474,17.570203234273956,16.126949536505856,0.8904789529656711,12.36080892067496,17.496590768643484,14.90463704468115,0.8294373785215413,14.63547394482678,17.689545236014778,18.01732254053311,0.9305314055408657,16.637458079878816,17.699940693154205,17.702411577791286,0.8607880117194068,17.702354127224259,18.80128457072723,0.7074844234055848,19.108597982838963,17.045426514962938,17.1404391190559,-48.37891438369964,-47.2305171622546 
 04/23  01:00:00,10.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89491863110967,16.997384886449177,-55.543498712428419,-54.740071263877627 
 04/23  02:00:00,10.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.747978117728438,16.846960812330104,-52.50173263150366,-53.332525711446169 
 04/23  03:00:00,10.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.60842514788323,16.706039010441005,-50.79690773598502,-50.84106217766601 
 04/23  04:00:00,10.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.469644734853707,16.567086953290369,-50.629378839175327,-50.63690480078917 
 04/23  05:00:00,10.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.309148800873868,16.41756947508858,-60.16228430003589,-58.48134275113734 
 04/23  06:00:00,10.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.300523056859004,16.305506816182676,15.837227912807315,-6.1895250037206399 
 04/23  07:00:00,11.287499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.651166219195639,16.535891866785577,111.35162017684177,114.01855043349286 
 04/23  08:00:00,12.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.92476308402489,16.8215574278676,108.49400785344447,104.31732029952784 
 04/23  09:00:00,13.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.273319203427808,17.15891998479804,131.51145564650015,130.80121038837104 
 04/23  10:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.61308199707707,17.506553414043368,120.76594861217028,121.94834710754044 
 04/23  11:00:00,14.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.88661238770181,17.807508931139798,91.28066884970332,97.29968455766474 
 04/23  12:00:00,16.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.096505336133,18.02131628517293,71.69300106837741,71.58425963701652 
 04/23  13:00:00,16.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.243057112810999,18.191596441493397,51.89085005048495,54.42794634723369 
 04/23  14:00:00,16.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.359298880229077,18.328405973855199,42.81050716121422,45.682131205404 
 04/23  15:00:00,16.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.443522502900256,18.4286858496582,37.1801856921807,35.264630556296818 
 04/23  16:00:00,15.787500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.440932614126987,18.504255838038274,4.759421621767946,13.16197112767059 
 04/23  17:00:00,14.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.26769722510241,18.4318692142313,-56.523305521442839,-49.456716529043308 
 04/23  18:00:00,13.400000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.019954754420998,18.210429560977049,-106.93943295763113,-99.01293192246365 
 04/23  19:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.609163222823534,17.820952219664528,-164.31471594218307,-162.59872355515396 
 04/23  20:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.319237563218846,17.45280865411067,-92.99374610968445,-103.66078610465334 
 04/23  21:00:00,11.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.115541792741383,17.234844570020706,-72.51955224102542,-73.11907157454101 
 04/23  22:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94341330076211,17.05209139307694,-60.54985160417219,-62.12677604508179 
 04/23  23:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.765359025533809,16.88307906600121,-66.77313257768896,-64.67949213008702 
 04/23  24:00:00,10.7875,0.0,3.,0.0,,,,17.264542307397638,16.248045749681784,0.9731662079771205,21.100882003904613,17.388523867762538,18.331267009770099,1.0171916939649864,14.528031554589461,17.106323181666839,13.699456507282394,0.8050555452137275,20.855815246428635,17.26742824953953,16.277188617253594,0.9093104314662307,21.080505271146966,17.386090153694469,17.39039160272389,0.8670224832665238,17.34259074168133,17.3364830119604,0.7215056330262296,24.122647072563699,16.472181618104693,16.64436592215883,-117.29729410236617,-107.9096821619244 
 04/24  01:00:00,9.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23578685270399,16.358371193414564,-68.94643554733656,-81.59839292209094 
 04/24  02:00:00,9.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08254764507795,16.19782582070454,-57.80281472015261,-56.61716875752286 
 04/24  03:00:00,9.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89887145699763,16.025889893761798,-70.13541478690758,-67.97544792805468 
 04/24  04:00:00,8.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.718978230534362,15.837619538359853,-63.23570001501811,-65.33578042462507 
 04/24  05:00:00,8.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.500445728156205,15.643945219407478,-85.69520216006159,-80.61315160988974 
 04/24  06:00:00,8.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.561856862393635,15.525614648716545,59.04731460121579,22.030328158639369 
 04/24  07:00:00,10.4625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.260598140232607,15.988197240994577,243.43820969128786,232.33180810212674 
 04/24  08:00:00,12.162500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.104754391431294,16.804246067047388,345.0072456201168,334.4599219080457 
 04/24  09:00:00,13.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.966031937894305,17.742070657692069,316.35625826886709,325.7312152835523 
 04/24  10:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6672138168556,18.514184876008906,240.16476618802944,250.5805493659396 
 04/24  11:00:00,15.4625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.210057512308894,19.08726993349146,183.6376993141756,187.466062655421 
 04/24  12:00:00,16.787499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.104175428944815,19.26937320325359,-76.21030733906719,-36.78135680533221 
 04/24  13:00:00,17.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.067599796518235,19.079864164843185,0.8662531217532923,-27.256473023153384 
 04/24  14:00:00,17.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.19408447007074,19.190378387110824,35.13922990982399,45.431466823166839 
 04/24  15:00:00,16.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.179049487790267,19.22248944673868,0.03993324171818369,-0.33416618131796707 
 04/24  16:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.033907966687317,19.16909943051483,-42.345683130974389,-36.156208946626119 
 04/24  17:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.922005406661257,19.05636200225681,-36.860302446986199,-37.41635180695346 
 04/24  18:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.77532003625234,18.93217096675029,-66.08136542734778,-57.65693143732058 
 04/24  19:00:00,12.837499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.286768700033038,18.55152480391825,-206.57740810985099,-192.7324063106182 
 04/24  20:00:00,11.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.938538617688598,18.081124637030976,-104.62473369748558,-124.212031187779 
 04/24  21:00:00,11.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.71877733576303,17.849214013157636,-80.80765098507954,-78.39169111938627 
 04/24  22:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54592802688834,17.65079094382304,-56.58751118197799,-61.875363657568069 
 04/24  23:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.396783393503254,17.50367752307083,-56.0510790585556,-54.42241048626243 
 04/24  24:00:00,11.1,0.0,4.,0.0,,,,17.703237776623096,18.69903083943201,1.0545616805308545,12.218601375424186,17.884569455693407,22.026587651745463,1.1027274566009478,9.874060275567624,17.46510571540621,14.648040245691112,0.878035483923928,10.970968068565349,17.62442438961878,17.22183776632744,0.9745078474536909,12.080171006695525,17.540023557185344,17.533043888636795,0.9519510763926041,17.737621234620368,21.220925160336337,0.7827934544007768,14.042734610027502,17.23626370617344,17.34482540343608,-58.259273461945088,-58.365226927211867 
 04/25  01:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.100526519332719,17.196912233133934,-47.568163923868628,-49.38432469124037 
 04/25  02:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.975878853459699,17.07040055587111,-46.20676628326642,-45.882428507537287 
 04/25  03:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.840312034638147,16.938574940242864,-50.32021292257383,-49.64096334610564 
 04/25  04:00:00,11.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.700769759807387,16.798276234341679,-50.33120733679671,-50.78996889720458 
