Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),DINING_ROOM:Zone Mean Air Temperature [C](Hourly),KITCHEN:Zone Mean Air Temperature [C](Hourly),LIVING_ROOM:Zone Mean Air Temperature [C](Hourly),HALL:Zone Mean Air Temperature [C](Hourly),BATHROOM:Zone Mean Air Temperature [C](Hourly),WC:Zone Mean Air Temperature [C](Hourly),BEDROOM2:Zone Mean Air Temperature [C](Hourly),BEDROOM1:Zone Mean Air Temperature [C](Hourly),BEDROOM3:Zone Mean Air Temperature [C](Hourly),LANDING:Zone Mean Air Temperature [C](Hourly),ROOF:Zone Mean Air Temperature [C](Hourly) 
 01/02  17:00:00,11.808333333333336,21.12810559893893,21.25127474231454,21.0,21.0,21.0,20.998111812236645,21.0,21.0,21.0,21.143367689219887,17.853997444541578 
 01/02  18:00:00,10.808333333333332,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.762150915162484 
 01/02  19:00:00,11.241666666666668,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.003614283073337,17.764428208064677 
 01/02  20:00:00,11.700000000000001,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.020767301332286,17.806125775976957 
 01/02  21:00:00,10.708333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.999838631185289,17.751254690838459 
 01/02  22:00:00,9.358333333333335,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.637004381344466 
 01/02  23:00:00,9.191666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.583474234090063 
 01/02  24:00:00,9.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.556357436957126 
 01/03  01:00:00,9.191666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.525638971346614 
 01/03  02:00:00,9.75,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.533050752631998 
 01/03  03:00:00,11.283333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.602147605068784 
 01/03  04:00:00,13.191666666666669,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.73453013395329 
 01/03  05:00:00,13.258333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.76614942943307 
 01/03  06:00:00,12.450000000000001,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.68677269780396 
 01/03  07:00:00,11.558333333333332,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.59905825696124 
 01/03  08:00:00,11.1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.5273425146857 
 01/03  09:00:00,11.450000000000001,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.54260231177713 
 01/03  10:00:00,12.633333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.663939551793779 
 01/03  11:00:00,12.658333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.000035021606505,17.75269895774785 
 01/03  12:00:00,13.833333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.12864801566381,17.843832913469205 
 01/03  13:00:00,15.35,21.0,21.005741660965204,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.489614286929485,18.003601361729286 
 01/03  14:00:00,15.891666666666666,21.025134238163735,21.36683576832957,21.0,21.0,21.0,20.99952445635505,21.0,21.0,21.0,21.718671079931246,18.085161659310776 
 01/03  15:00:00,16.099999999999999,21.5033264437144,21.8610957990651,21.0,21.0,21.004222240294859,21.108815911218249,21.0,21.0,21.0,21.728978563565847,18.16033270807628 
 01/03  16:00:00,14.816666666666669,21.70944255397966,21.93591778241159,21.0,21.0,21.084867478959944,21.179590806392445,21.0,21.0,21.0,21.566880948309419,18.14923964779013 
 01/03  17:00:00,13.9,21.059417605775079,21.35475628837882,21.0,21.0,21.0,21.004322641718387,21.0,21.0,21.0,21.2765201061118,18.098117705299467 
 01/03  18:00:00,13.258333333333333,21.0,21.021384373344433,21.0,21.021079081287288,21.0,21.0,21.0,21.0,21.0,21.196736656465665,18.05403180013641 
 01/03  19:00:00,12.450000000000001,21.0,21.0,21.0,21.07965189833856,21.0,21.0,21.0,21.0,21.0,21.162876445343654,17.981278391408887 
 01/03  20:00:00,11.266666666666666,21.0,21.0,21.0,21.06030066266438,21.0,21.0,21.0,21.0,21.0,21.091589059524666,17.89338203872624 
 01/03  21:00:00,10.25,21.0,21.0,21.0,20.999517841269364,21.0,21.0,21.0,21.000000000000005,21.0,21.002659301431629,17.796505874445545 
 01/03  22:00:00,9.358333333333335,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.715067577581327 
 01/03  23:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.646285548945686 
 01/03  24:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.615099310483087 
 01/04  01:00:00,8.549999999999999,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.56578716190451 
 01/04  02:00:00,8.008333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.49543852312222 
 01/04  03:00:00,8.091666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.45599127909792 
 01/04  04:00:00,7.016666666666668,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.367542146527119 
 01/04  05:00:00,5.108333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.19274035396393 
 01/04  06:00:00,5.391666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.12693044047704 
 01/04  07:00:00,5.458333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.100289786109163 
 01/04  08:00:00,5.991666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.07165204909499 
 01/04  09:00:00,7.633333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.155209425563187 
 01/04  10:00:00,8.65,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.239755843346729 
 01/04  11:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.268759908679077 
 01/04  12:00:00,9.541666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.313369586627237 
 01/04  13:00:00,10.350000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.389246048713134 
 01/04  14:00:00,10.600000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.433863038280977 
 01/04  15:00:00,10.25,21.0,21.0,21.0,21.000000000000005,21.0,21.0,21.0,21.0,21.0,21.0,17.44574427676417 
 01/04  16:00:00,10.350000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.465411644890769 
 01/04  17:00:00,10.25,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.480439331025364 
 01/04  18:00:00,10.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.45121227064008 
 01/04  19:00:00,9.65,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.42383082944057 
 01/04  20:00:00,9.4,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.393717544228325 
 01/04  21:00:00,9.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.36477835978725 
 01/04  22:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.327877025236984 
 01/04  23:00:00,7.908333333333335,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.999999999999998,21.0,21.0,17.24972852669947 
 01/04  24:00:00,7.841666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.191316986621357 
 01/05  01:00:00,8.008333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.182080124835648 
 01/05  02:00:00,7.799999999999998,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.137053795381659 
 01/05  03:00:00,6.166666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.018304064078824 
 01/05  04:00:00,4.3583333333333329,21.000000000000005,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.844389116015745 
 01/05  05:00:00,4.191666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.766839068564239 
 01/05  06:00:00,4.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.72005293503513 
 01/05  07:00:00,5.183333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.72778014559746 
 01/05  08:00:00,6.45,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.788560375495135 
 01/05  09:00:00,6.991666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.81852489219515 
 01/05  10:00:00,7.2,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.855491169152914 
 01/05  11:00:00,7.841666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.911153577773005 
 01/05  12:00:00,8.65,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.995141954258128 
 01/05  13:00:00,9.191666666666667,21.0,21.0,21.0,21.0,21.000000000000005,21.0,21.0,21.0,21.0,20.999506161960647,17.049499715605458 
 01/05  14:00:00,10.1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.107643822780039,17.126998781249683 
 01/05  15:00:00,10.891666666666666,21.18302831841431,21.11998719153623,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.177473605250584,17.238485641128916 
 01/05  16:00:00,10.458333333333334,21.736615141568654,21.407217129636526,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.058715840255635,17.289231231038035 
 01/05  17:00:00,10.350000000000002,21.04460426876116,21.024464030319419,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.30932518982338 
 01/05  18:00:00,9.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.289813182361426 
 01/05  19:00:00,9.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,20.999999999999998,21.0,21.0,21.0,17.2198647951858 
 01/05  20:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.191004882013215 
 01/05  21:00:00,8.258333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.14586415467898 
 01/05  22:00:00,8.091666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.10549904068566 
 01/05  23:00:00,8.008333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.086740908324339 
 01/05  24:00:00,7.45,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.02728268493689 
 01/06  01:00:00,7.2,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.976613131352776 
 01/06  02:00:00,6.908333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.92983533529919 
 01/06  03:00:00,6.700000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.880059512905726 
 01/06  04:00:00,6.700000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.847211155102504 
 01/06  05:00:00,6.3500000000000009,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.79709115414087 
 01/06  06:00:00,6.1000000000000009,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.742392505019628 
 01/06  07:00:00,5.808333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.692067924852848 
 01/06  08:00:00,5.25,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.620793716464939 
 01/06  09:00:00,5.3500000000000009,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.602368859064155 
 01/06  10:00:00,5.891666666666666,21.0,20.999999999999998,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.663711438984938 
 01/06  11:00:00,6.45,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.726930718984844 
 01/06  12:00:00,6.700000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.7515778011738 
 01/06  13:00:00,6.991666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.763278237998465 
 01/06  14:00:00,7.55,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.813581118612644 
 01/06  15:00:00,8.091666666666667,20.999689862366389,21.0,21.0,20.999999999999998,21.0,21.0,21.0,21.0,21.0,21.0,16.88544042918367 
 01/06  16:00:00,8.299999999999999,21.14195630110301,20.999915377452795,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.953105956612278 
 01/06  17:00:00,8.299999999999999,21.0,21.000000000000005,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.987967968399194 
 01/06  18:00:00,8.299999999999999,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.98129388544111 
 01/06  19:00:00,8.299999999999999,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.97239941005009 
 01/06  20:00:00,8.008333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.951148444486355 
 01/06  21:00:00,7.158333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.889228368685705 
 01/06  22:00:00,6.700000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.830674357841138 
 01/06  23:00:00,8.625,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.911846199453725 
 01/06  24:00:00,9.358333333333335,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.9907187823476 
 01/07  01:00:00,9.191666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.960972397703416 
 01/07  02:00:00,9.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.946828892120878 
 01/07  03:00:00,7.266666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.81904002984561 
 01/07  04:00:00,6.45,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.999999999999998,21.0,21.0,16.70297946394643 
 01/07  05:00:00,6.991666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.701942214048029 
 01/07  06:00:00,7.841666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.72944641246637 
 01/07  07:00:00,8.008333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.73603220574526 
 01/07  08:00:00,8.441666666666667,21.0,21.0,21.0,20.999999999999998,21.0,21.0,21.0,21.0,21.0,21.0,16.736331404899507 
 01/07  09:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.762279406551874 
 01/07  10:00:00,9.541666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.795031690181245 
 01/07  11:00:00,8.716666666666665,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.774696803238187 
 01/07  12:00:00,7.799999999999998,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.698107041875195 
 01/07  13:00:00,8.441666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.72021658461468 
 01/07  14:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.774513152021077 
 01/07  15:00:00,9.541666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.999999999999998,21.0,16.843800553501855 
 01/07  16:00:00,9.65,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.902959368912993 
 01/07  17:00:00,9.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.89332090366864 
 01/07  18:00:00,8.549999999999999,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.84085581913693 
 01/07  19:00:00,8.008333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.783554940540499 
 01/07  20:00:00,7.45,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.73026502279875 
 01/07  21:00:00,6.908333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.6764583579376 
 01/07  22:00:00,6.700000000000002,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.63973151361574 
 01/07  23:00:00,6.3500000000000009,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.600421438835146 
 01/07  24:00:00,5.808333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.540220319245788 
 01/08  01:00:00,5.6000000000000009,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.49469168488168 
 01/08  02:00:00,5.25,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.447655385072538 
 01/08  03:00:00,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.39731177496893 
 01/08  04:00:00,5.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.367175778003057 
 01/08  05:00:00,4.650000000000001,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.32067251130474 
 01/08  06:00:00,4.3999999999999999,21.0,21.0,21.0,21.0,20.999999999999998,21.0,21.0,21.0,21.0,21.0,16.270228109297176 
 01/08  07:00:00,4.108333333333333,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.223961862702649 
 01/08  08:00:00,3.899999999999999,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.176201550569297 
 01/08  09:00:00,3.9583333333333337,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.173222807950144 
 01/08  10:00:00,6.216666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.336924247512067 
 01/08  11:00:00,8.5,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.576582018039919 
 01/08  12:00:00,9.583333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.713791683076214 
 01/08  13:00:00,11.75,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0389835804486,16.894458900741865 
 01/08  14:00:00,12.416666666666666,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.08628408870585,17.032925923949735 
 01/08  15:00:00,13.166666666666666,21.15172517920504,21.167241138738139,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.195559883940054,17.12845099544333 
 01/08  16:00:00,13.94166666666667,21.48165009452644,21.47478982547433,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.137516134954855,17.280236045000156 
 01/08  17:00:00,11.975000000000002,21.0,21.03938814664946,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.232782603080165 
 01/08  18:00:00,11.241666666666668,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.14415546688971 
 01/08  19:00:00,10.708333333333334,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.12704212585199 
 01/08  20:00:00,9.358333333333335,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,17.02490642198249 
 01/08  21:00:00,8.9,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.975069701504727 
 01/08  22:00:00,9.191666666666667,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.98214078391516 
 01/08  23:00:00,9.4,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,16.99441365658908 
